ID_Uzorka,GPS_LAT,GPS_LONG,Dubina_Busenja_cm,Temp_Tla_C,pH_Vrijednost,H2O_Postotak,Metan_Senzor,Organske_Molekule
729,18.463685,77.377738,14.0,-38.8,6.51,5.44,Negativno,Ne
730,18.497077,77.408967,10.2,-37.6,7.3,3.74,Negativno,Ne
731,18.488124,77.386773,6.0,-66.7,6.65,5.78,Negativno,Ne
732,18.478395,77.396008,2.1,-57.5,7.45,1.74,Negativno,Ne
733,18.482475,77.388073,5.1,-51.6,7.84,0.51,Negativno,Ne
734,18.478282,77.380754,5.5,-37.1,7.14,3.89,Negativno,Ne
735,18.48036,77.395589,6.6,-39.0,7.09,4.78,Negativno,Ne
736,18.479509,77.385021,2.8,-40.6,6.54,0.27,Negativno,Ne
737,18.477949,77.378269,3.2,-35.4,5.51,3.61,Negativno,Ne
738,18.478107,77.392229,1.5,-40.7,6.84,2.1,Negativno,Ne
739,18.461434,77.398439,0.8,-28.5,6.23,4.05,Negativno,Ne
740,18.505816,77.391492,7.9,-66.4,7.64,5.02,Negativno,Ne
741,18.479278,77.382655,2.7,-38.2,7.33,2.5,Negativno,Ne
742,18.480102,77.379884,11.0,-34.4,6.47,4.4,Negativno,Ne
743,18.485912,77.394421,11.4,-62.9,7.98,2.85,Negativno,Ne
744,18.493686,77.396322,12.5,-38.5,6.43,5.88,Negativno,Ne
745,18.497954,77.390353,5.4,-40.0,7.6,1.25,Negativno,Ne
746,18.468361,77.384536,1.2,-27.9,7.24,0.55,Negativno,Ne
747,18.49217,77.40685,8.9,-62.4,7.13,2.26,Negativno,Ne
748,18.48124,77.393691,7.8,-74.9,7.26,3.19,Negativno,Ne
749,18.462439,77.407169,11.3,-53.6,6.69,2.91,Negativno,Ne
750,18.472749,77.408965,11.8,-46.2,6.56,5.65,Negativno,Ne
751,18.455548,77.397614,13.7,-52.3,7.2,3.23,Negativno,Ne
752,18.492354,77.394913,0.5,-31.7,7.12,5.93,Negativno,Ne
753,18.478117,77.396585,3.5,-46.9,7.84,2.0,Negativno,Ne
754,18.467199,77.380242,4.1,-43.8,7.93,0.12,Pozitivno,Ne
755,18.487667,77.400808,11.7,-31.9,6.55,5.85,Negativno,Ne
756,18.49796,77.403972,9.6,-55.9,6.84,0.5,Negativno,Ne
757,18.471851,77.403093,4.6,-22.0,7.54,3.83,Pozitivno,Ne
758,18.466043,77.395392,3.5,-48.9,7.75,0.31,Negativno,Ne
759,18.490151,77.384569,1.0,-67.4,7.44,3.25,Negativno,Ne
760,18.491551,77.386722,0.1,-76.7,8.16,1.54,Negativno,Ne
761,18.475988,77.383579,14.5,-2.3,5.56,5.65,Pozitivno,Ne
762,18.472184,77.38984,9.5,-46.2,7.47,3.34,Negativno,Ne
763,18.48979,77.39927,10.0,-45.1,6.68,3.33,Negativno,Ne
764,18.478825,77.388206,8.3,-31.8,6.66,3.14,Negativno,Ne
765,18.469834,77.389312,10.3,-41.1,6.25,5.8,Negativno,Ne
766,18.486527,77.388142,2.2,-47.3,7.44,0.11,Negativno,Ne
767,18.485086,77.397881,9.9,-69.0,6.87,4.0,Negativno,Ne
768,18.470815,77.395622,5.1,-58.1,6.7,3.25,Negativno,Ne
769,18.494671,77.381622,2.7,-52.8,7.18,5.03,Negativno,Ne
770,18.48414,77.397106,8.9,-64.1,6.49,1.86,Negativno,Ne
771,18.468072,77.378502,4.4,-38.1,6.85,3.29,Negativno,Ne
772,18.476723,77.402396,6.5,-47.9,6.94,4.21,Negativno,Ne
773,18.482667,77.374035,9.1,-63.3,6.34,3.06,Negativno,Ne
774,18.479677,77.39605,4.9,-52.0,6.64,4.16,Negativno,Ne
775,18.485047,77.408142,0.6,-55.3,7.35,5.91,Negativno,Ne
776,18.45944,77.396909,10.8,-41.6,7.39,3.01,Negativno,Ne
777,18.475514,77.388532,14.8,-48.5,6.58,2.29,Negativno,Ne
778,18.49171,77.392252,8.7,-52.5,7.27,4.59,Negativno,Ne
779,18.49275,77.370377,9.5,-53.9,6.85,5.31,Negativno,Ne
780,18.481373,77.373045,14.1,-65.7,6.68,5.96,Negativno,Ne
781,18.476477,77.402003,2.2,-60.0,7.78,2.31,Negativno,Ne
782,18.476034,77.392035,2.3,-17.6,6.83,7.435562950542293,Pozitivno,Da
783,18.469023,77.395575,11.0,-51.6,7.19,4.37,Negativno,Ne
784,18.470756,77.385323,11.5,-53.1,6.92,4.1,Negativno,Ne
785,18.474913,77.401052,13.6,-54.9,6.66,2.03,Negativno,Ne
786,18.479051,77.385138,14.8,-50.3,7.22,4.53,Negativno,Ne
787,18.488255,77.400357,4.7,-58.4,6.94,3.04,Negativno,Ne
788,18.472023,77.388358,14.2,-40.9,7.12,0.64,Negativno,Ne
789,18.486821,77.37826,4.3,-36.2,7.69,2.99,Pozitivno,Ne
790,18.467187,77.373579,0.2,-43.9,6.98,0.39,Negativno,Ne
791,18.492231,77.400615,7.5,-17.2,6.53,2.92,Negativno,Ne
792,18.479596,77.393534,13.4,-61.6,7.05,2.11,Negativno,Da
793,18.48212,77.3967,7.0,-68.1,6.63,2.31,Pozitivno,Ne
794,18.48586,77.39695,0.3,-36.1,6.55,3.82,Negativno,Ne
795,18.466273,77.382696,7.2,-57.1,6.79,1.9,Negativno,Ne
796,18.484991,77.379827,12.0,-61.4,7.32,4.88,Negativno,Ne
797,18.497654,77.398988,8.3,-37.6,6.37,2.07,Negativno,Ne
799,18.472232,77.404499,1.5,-59.5,7.09,3.89,Negativno,Ne
800,18.483167,77.39001,3.6,-53.2,6.42,1.1,Negativno,Ne
801,18.464649,77.403215,4.4,-41.5,6.32,0.26,Negativno,Da
802,18.490456,77.378112,6.1,-66.9,7.69,2.12,Negativno,Ne
803,18.461201,77.383429,2.4,-32.6,7.02,4.43,Negativno,Ne
804,18.515934,77.393087,7.6,-27.3,7.12,1.06,Negativno,Ne
805,18.485165,77.387861,13.4,-42.9,6.74,4.33,Negativno,Ne
806,18.484683,77.401687,3.5,-39.7,7.89,1.72,Negativno,Ne
807,18.478976,77.375791,12.8,-66.2,7.67,0.97,Negativno,Ne
808,18.489983,77.395347,14.2,-45.5,7.43,1.19,Negativno,Ne
809,18.482514,77.395804,1.0,-48.7,7.05,3.75,Negativno,Ne
810,18.453563,77.38546,11.8,-50.4,6.87,2.33,Negativno,Ne
811,18.498818,77.397612,2.2,-66.5,7.04,0.42,Negativno,Ne
812,18.49733,77.398198,4.5,-52.9,6.83,0.18,Negativno,Ne
813,18.475328,77.371123,3.7,-68.9,6.75,0.41,Pozitivno,Ne
814,18.464246,77.4111,1.1,-71.2,7.81,4.67,Negativno,Ne
815,18.472119,77.386723,8.4,-38.0,6.82,2.91,Negativno,Ne
816,18.484413,77.388931,13.2,-41.9,6.77,1.41,Negativno,Ne
817,18.478773,77.400833,8.4,-48.7,6.93,5.33,Negativno,Da
818,18.487014,77.391885,8.6,-18.7,6.72,2.63,Negativno,Ne
819,18.490563,77.406646,1.4,-12.8,7.14,3.03,Negativno,Ne
820,18.48077,77.397861,9.0,-53.8,7.11,4.72,Negativno,Ne
821,18.496165,77.387063,6.1,-32.3,7.21,0.84,Negativno,Ne
822,18.477232,77.386638,6.5,-43.8,7.58,2.66,Negativno,Ne
823,18.469838,77.402287,4.4,-35.0,7.63,1.11,Negativno,Ne
824,18.478834,77.394177,6.5,-36.3,7.46,1.85,Negativno,Ne
825,18.47204,77.389031,9.5,-46.4,6.99,1.74,Negativno,Ne
826,18.474904,77.400124,10.7,-69.2,6.67,0.27,Negativno,Ne
827,18.481746,77.381502,8.1,-58.0,7.2,5.84,Negativno,Ne
828,18.468901,77.372936,2.2,-6.0,6.88,2.19,Negativno,Ne
829,18.488424,77.393028,1.2,-56.4,6.85,1.13,Negativno,Ne
830,18.457595,77.368336,9.2,-46.6,6.85,1.5,Pozitivno,Ne
831,18.482809,77.401908,8.5,-29.7,6.98,3.6,Pozitivno,Ne
832,18.470966,77.400719,10.5,-46.2,7.16,2.99,Negativno,Ne
833,18.492709,77.380546,9.4,-50.9,6.32,4.28,Negativno,Ne
834,18.48643,77.394652,7.4,-64.0,6.05,1.44,Negativno,Ne
835,18.497078,77.418001,8.6,-72.4,7.94,0.83,Negativno,Ne
836,18.488332,77.394629,2.6,-75.0,7.59,4.21,Pozitivno,Ne
837,18.484177,77.374997,1.9,-43.6,5.98,1.34,Negativno,Ne
838,18.484802,77.393668,7.6,-55.1,7.24,1.81,Negativno,Ne
839,18.487824,77.392968,11.0,-38.3,7.52,3.4,Negativno,Ne
840,18.470488,77.382217,8.5,-64.1,6.94,5.99,Negativno,Ne
841,18.496291,77.388978,7.0,-51.2,6.86,4.21,Negativno,Ne
842,18.4755,77.383406,5.7,-65.7,7.04,3.75,Negativno,Da
843,18.468939,77.376735,12.1,-56.1,6.88,1.49,Negativno,Ne
844,18.469646,77.392598,10.4,-37.1,7.26,1.4,Negativno,Ne
845,18.488676,77.380771,4.0,-40.1,7.6,2.65,Negativno,Ne
846,18.478545,77.40146,6.3,-42.0,6.93,3.9,Negativno,Ne
847,18.487238,77.380678,3.4,-72.2,6.49,3.21,Negativno,Ne
848,18.460925,77.404909,12.5,-64.6,6.58,5.04,Negativno,Ne
849,18.490129,77.376112,9.6,-64.7,6.68,2.44,Negativno,Ne
850,18.487478,77.399229,12.2,-52.8,7.0,1.83,Negativno,Ne
851,18.492773,77.387958,4.6,-63.6,6.73,4.42,Negativno,Ne
852,18.480581,77.396251,9.5,-59.9,7.06,3.0,Negativno,Ne
853,18.478691,77.391839,0.7,-53.6,7.81,4.87,Negativno,Ne
854,18.492929,77.388711,6.5,-27.5,6.3,3.57,Negativno,Ne
855,18.474054,77.386068,6.3,-28.3,7.07,4.18,Negativno,Ne
856,18.481097,77.391112,10.9,-48.5,6.17,0.27,Negativno,Ne
857,18.491864,77.39449,8.2,-40.4,6.86,2.63,Negativno,Ne
858,18.481116,77.404651,8.4,-45.9,6.85,2.91,Negativno,Ne
859,18.465035,77.406531,2.5,-44.7,6.97,5.68,Negativno,Ne
860,18.479004,77.401346,12.0,-59.9,7.61,0.69,Negativno,Ne
861,18.493284,77.389615,14.1,-45.5,7.41,0.24,Negativno,Ne
862,18.467397,77.393661,7.6,-60.9,6.77,1.62,Negativno,Ne
863,18.464851,77.396345,4.4,-74.8,7.52,3.59,Negativno,Ne
864,18.470211,77.386018,12.0,-55.3,7.08,4.16,Negativno,Ne
865,18.468302,77.383671,11.5,-36.4,6.9,4.3,Negativno,Ne
866,18.47485,77.402696,11.7,-82.6,7.19,5.71,Negativno,Ne
867,18.488567,77.39649,2.2,-23.6,8.05,0.51,Negativno,Ne
868,18.48536,77.390863,9.9,-26.6,7.62,4.72,Negativno,Ne
869,18.477514,77.389748,7.4,-63.6,7.06,2.15,Negativno,Da
870,18.484181,77.379655,11.7,-48.6,7.04,5.94,Negativno,Ne
871,18.491108,77.411114,14.3,-77.0,6.54,1.35,Negativno,Ne
872,18.496551,77.384767,13.6,-53.6,6.47,4.05,Negativno,Ne
873,18.47388,77.39278,0.5,-35.8,6.95,3.67,Negativno,Ne
874,18.471156,77.39247,14.2,-43.3,7.12,4.02,Negativno,Da
875,18.476872,77.388071,11.4,-75.6,7.49,4.21,Negativno,Ne
876,18.489992,77.395241,8.2,-35.2,7.36,1.22,Negativno,Ne
877,18.478273,77.414556,9.9,-45.9,6.6,3.38,Negativno,Ne
878,18.473204,77.401913,5.4,-64.2,7.42,3.65,Negativno,Ne
879,18.473276,77.388075,10.3,-63.9,7.26,1.11,Negativno,Ne
880,18.480427,77.381402,6.2,-42.9,6.52,4.55,Pozitivno,Ne
881,18.486843,77.398771,4.8,-53.1,7.12,3.56,Negativno,Ne
882,18.489578,77.392239,0.6,-40.8,7.95,2.17,Negativno,Ne
883,18.474675,77.388886,12.9,-71.3,7.09,3.78,Negativno,Ne
884,18.47652,77.391306,14.6,-17.8,6.87,4.455562950542293,Pozitivno,Da
885,18.485808,77.367658,11.5,-53.9,7.14,4.25,Negativno,Ne
886,18.495025,77.376385,4.4,-56.2,6.7,1.69,Negativno,Ne
887,18.482318,77.394207,9.4,-54.6,7.28,1.67,Negativno,Da
888,18.473533,77.376113,11.7,-54.5,7.27,0.28,Negativno,Ne
889,18.48467,77.388976,6.9,-70.8,6.6,5.56,Negativno,Ne
890,18.494886,77.399393,0.6,-24.9,7.19,5.31,Negativno,Ne
891,18.489115,77.3688,5.9,-54.7,7.17,1.99,Negativno,Ne
892,18.488704,77.38015,9.3,-30.0,7.5,3.08,Negativno,Ne
893,18.491268,77.385609,2.6,-40.2,6.38,0.6,Negativno,Ne
894,18.484902,77.389593,14.4,-57.9,7.02,2.86,Negativno,Ne
895,18.468915,77.403255,5.8,-43.9,6.75,2.0,Negativno,Ne
896,18.480411,77.411534,3.2,-52.7,6.87,2.62,Negativno,Ne
897,18.476995,77.385411,6.7,-36.2,7.07,0.26,Negativno,Ne
898,18.481649,77.378534,4.6,-52.0,7.13,3.79,Negativno,Ne
899,18.469708,77.39898,8.5,-55.7,7.53,0.82,Negativno,Ne
900,18.476956,77.375515,7.4,-27.9,7.11,0.23,Negativno,Da
901,18.488607,77.407567,13.5,-53.8,7.67,0.46,Negativno,Ne
902,18.477301,77.377386,9.2,-51.3,6.62,2.81,Negativno,Ne
903,18.460849,77.401533,6.1,-28.8,6.84,2.93,Negativno,Ne
904,18.482132,77.396023,9.1,-38.8,6.92,4.82,Negativno,Ne
905,18.477658,77.391448,11.8,-46.9,7.22,0.93,Negativno,Ne
906,18.48599,77.384135,9.4,-11.5,6.35,7.170616188900903,Pozitivno,Da
907,18.469073,77.400558,6.5,-56.5,7.65,1.09,Pozitivno,Ne
908,18.489707,77.385026,3.9,-52.3,7.01,5.63,Negativno,Ne
909,18.468819,77.392965,7.1,-41.7,6.4,0.53,Negativno,Ne
910,18.505263,77.394837,7.3,-39.9,7.48,4.74,Negativno,Ne
911,18.489345,77.398844,1.6,-22.9,6.4,2.13,Negativno,Ne
912,18.456879,77.378188,7.8,-53.1,6.82,5.55,Negativno,Ne
913,18.495157,77.39216,2.4,-36.2,6.42,3.14,Negativno,Ne
914,18.484638,77.390474,14.1,-55.8,6.96,1.66,Negativno,Ne
915,18.475246,77.377501,7.0,-56.3,7.58,2.13,Negativno,Ne
916,18.493232,77.395373,8.9,-35.0,6.75,0.9,Negativno,Da
917,18.484239,77.393838,6.2,-37.5,6.29,2.06,Negativno,Ne
918,18.474046,77.367946,7.1,-40.5,6.33,5.17,Negativno,Ne
919,18.501041,77.41446,3.2,-54.9,7.1,1.21,Negativno,Ne
920,18.462075,77.396802,3.5,-28.2,7.43,2.28,Negativno,Ne
921,18.478843,77.39831,10.6,-55.8,6.91,3.8,Negativno,Ne
922,18.493109,77.385424,5.0,-55.0,7.05,5.44,Negativno,Ne
923,18.478312,77.394031,10.2,-51.3,6.5,0.32,Pozitivno,Ne
924,18.463177,77.409893,12.7,-44.5,7.61,5.78,Pozitivno,Ne
925,18.500591,77.398869,7.7,-54.3,6.55,1.23,Negativno,Ne
926,18.481739,77.386875,12.3,-44.5,7.6,5.8,Negativno,Ne
927,18.472718,77.386783,4.4,-81.5,7.18,1.45,Pozitivno,Ne
928,18.455822,77.386963,0.3,-43.8,7.7,1.94,Negativno,Ne
929,18.497206,77.387895,7.1,-76.3,7.02,0.33,Negativno,Ne
930,18.466215,77.385147,5.4,-57.0,7.36,0.69,Negativno,Ne
931,18.476527,77.376165,6.0,-48.6,7.24,3.75,Negativno,Ne
932,18.489473,77.398018,1.9,-67.6,7.13,3.45,Negativno,Ne
933,18.481416,77.385017,5.6,-49.9,5.87,0.84,Pozitivno,Ne
934,18.490183,77.404937,4.6,-71.0,7.13,3.33,Negativno,Ne
935,18.472121,77.400098,5.8,-93.3,7.13,1.0,Negativno,Da
936,18.4759,77.388341,3.7,-48.7,6.72,0.25,Negativno,Ne
937,18.475477,77.38544,0.8,-60.0,6.5,4.88,Negativno,Ne
938,18.493867,77.387905,5.6,-60.7,6.93,2.47,Negativno,Ne
939,18.50476,77.369877,11.7,-48.9,6.74,4.65,Negativno,Ne
940,18.468607,77.371587,2.1,-44.0,7.23,2.41,Pozitivno,Ne
941,18.479046,77.385914,10.3,-43.3,7.48,4.78,Negativno,Ne
942,18.492814,77.387261,9.8,-60.4,6.93,5.84,Negativno,Ne
943,18.476764,77.389068,10.6,-77.8,6.95,2.8,Negativno,Ne
945,18.482496,77.404021,8.5,-50.0,7.25,2.28,Negativno,Ne
946,18.465703,77.415521,6.5,-41.9,7.89,2.86,Negativno,Ne
947,18.485446,77.399501,1.1,-47.8,7.46,1.79,Negativno,Ne
948,18.492257,77.390521,10.4,-22.6,7.49,5.8,Negativno,Ne
949,18.480483,77.383574,3.7,-32.2,6.99,1.68,Negativno,Ne
950,18.475291,77.397256,10.5,-40.9,7.57,0.25,Negativno,Ne
951,18.483766,77.394513,3.7,-59.9,6.14,5.94,Pozitivno,Ne
952,18.477092,77.387969,14.1,-54.7,6.9,2.68,Negativno,Ne
953,18.464687,77.382902,7.4,-58.9,6.98,4.21,Negativno,Ne
954,18.465141,77.387398,14.1,-67.4,7.49,4.18,Negativno,Ne
955,18.48575,77.38464,6.3,-8.2,6.85,4.220616188900903,Pozitivno,Da
956,18.499181,77.389358,8.5,-46.9,7.66,4.91,Negativno,Ne
957,18.483887,77.397587,4.8,-66.1,6.91,3.92,Negativno,Ne
958,18.483664,77.378971,13.6,-66.4,6.61,2.66,Negativno,Ne
959,18.476641,77.391966,10.8,-12.1,6.61,5.975562950542294,Pozitivno,Da
960,18.485733,77.402811,9.6,-57.7,8.04,1.68,Negativno,Ne
961,18.481335,77.382399,9.8,-38.2,6.14,0.38,Negativno,Ne
962,18.462005,77.384092,14.0,-53.0,6.06,4.6,Negativno,Ne
963,18.472413,77.375239,2.2,-56.7,7.54,4.82,Negativno,Ne
964,18.479067,77.393434,10.5,-32.0,7.58,1.46,Negativno,Ne
965,18.475785,77.379443,13.4,-54.1,6.8,0.11,Negativno,Ne
966,18.479912,77.384838,0.5,-50.6,6.94,0.68,Negativno,Ne
967,18.472123,77.382403,13.3,-43.7,6.94,3.57,Negativno,Ne
968,18.487128,77.383587,8.8,-17.4,7.39,5.840616188900903,Pozitivno,Da
969,18.490009,77.376263,13.8,-20.8,7.45,2.1,Negativno,Ne
970,18.480925,77.386448,11.2,-73.3,6.0,0.17,Negativno,Ne
971,18.48024,77.387355,1.0,-63.1,8.32,5.81,Negativno,Ne
972,18.484206,77.395411,0.2,-82.2,7.3,1.23,Negativno,Ne
973,18.497788,77.402133,5.6,-44.4,7.76,1.88,Negativno,Ne
974,18.457084,77.413914,11.9,-62.9,6.56,0.78,Negativno,Ne
975,18.464612,77.36686,3.0,-71.0,6.78,2.59,Negativno,Ne
976,18.480427,77.389872,11.9,-72.4,7.59,2.01,Pozitivno,Ne
977,18.471185,77.391617,13.6,-41.4,6.27,5.66,Negativno,Ne
978,18.489572,77.404411,0.3,-50.6,7.16,1.79,Negativno,Ne
979,18.478116,77.384272,6.8,-32.7,7.9,3.68,Negativno,Ne
980,18.477498,77.400461,2.7,-47.5,6.25,2.99,Negativno,Da
981,18.469362,77.390416,4.4,-30.0,6.77,1.61,Pozitivno,Ne
982,18.488922,77.384754,12.8,-52.7,7.05,5.9,Negativno,Ne
983,18.470823,77.384709,13.8,-53.4,6.94,5.3,Negativno,Ne
984,18.484091,77.394379,7.0,-34.4,6.77,0.23,Negativno,Ne
985,18.471347,77.397238,1.8,-77.2,6.72,5.51,Negativno,Ne
986,18.477459,77.395892,13.9,-52.4,7.1,1.17,Pozitivno,Ne
987,18.460501,77.415581,3.8,-47.4,7.51,3.81,Pozitivno,Ne
988,18.453604,77.364138,2.3,-36.2,6.97,3.93,Negativno,Ne
989,18.496761,77.385879,7.6,-36.7,6.53,3.14,Negativno,Ne
990,18.47231,77.397885,13.6,-59.7,7.88,3.16,Negativno,Ne
991,18.480901,77.39356,5.6,-45.1,6.18,0.49,Negativno,Ne
992,18.488559,77.405175,11.7,-35.8,6.67,5.74,Pozitivno,Ne
993,18.490265,77.382818,0.8,-78.8,6.8,0.5,Negativno,Ne
994,18.475671,77.380379,2.3,-52.8,6.47,1.33,Negativno,Ne
995,18.484289,77.387739,4.6,-50.1,7.4,1.44,Negativno,Ne
996,18.484398,77.386951,4.5,-48.6,7.48,0.49,Negativno,Ne
997,18.483164,77.401526,7.8,-44.5,7.29,4.82,Negativno,Ne
998,18.498167,77.395014,10.0,-55.8,7.39,5.63,Negativno,Ne
999,18.492673,77.404527,10.4,-31.0,7.88,2.05,Negativno,Ne
1000,18.456556,77.396079,1.3,-59.8,7.02,0.79,Negativno,Ne
1001,18.494977,77.381593,13.7,-61.1,8.28,2.17,Negativno,Ne
1002,18.475715,77.382438,11.8,-50.7,7.07,1.11,Negativno,Ne
1003,18.493384,77.396227,3.0,-81.2,5.57,4.52,Negativno,Ne
1004,18.464684,77.377137,10.3,-21.9,7.5,5.75,Pozitivno,Ne
1005,18.469696,77.385096,12.5,-34.0,7.84,2.13,Negativno,Da
1006,18.494873,77.399515,5.8,-41.7,6.44,4.69,Negativno,Ne
1007,18.483004,77.402862,12.9,-29.0,7.54,0.48,Negativno,Ne
1008,18.491974,77.379318,5.1,-22.2,6.4,3.65,Negativno,Ne
1009,18.485924,77.393288,8.5,-77.5,7.09,2.81,Negativno,Ne
1010,18.490544,77.402195,5.9,-65.9,6.63,5.82,Negativno,Ne
1011,18.472203,77.391974,6.9,-71.5,7.14,5.77,Negativno,Ne
1012,18.469814,77.387748,14.3,-51.8,7.26,0.96,Negativno,Ne
1013,18.446605,77.39115,11.6,-44.8,6.52,4.49,Negativno,Ne
1014,18.469226,77.401687,10.6,-31.5,6.71,5.7,Negativno,Ne
1015,18.481149,77.394589,3.2,-14.7,6.47,5.49,Pozitivno,Ne
1016,18.4709,77.378062,4.0,-39.8,6.68,3.56,Negativno,Ne
1018,18.476314,77.389635,9.3,-12.6,6.47,7.835562950542293,Pozitivno,Da
1019,18.490439,77.411087,13.3,-55.6,7.47,5.44,Negativno,Ne
1020,18.477742,77.394872,8.7,-57.6,7.73,5.23,Negativno,Da
1021,18.48496,77.390491,14.4,-46.3,6.69,2.24,Negativno,Ne
1022,18.47046,77.380814,12.1,-35.0,6.73,2.39,Negativno,Ne
1023,18.482733,77.398138,8.7,-60.6,7.68,2.76,Negativno,Ne
1024,18.497129,77.390791,2.7,-47.4,6.78,1.19,Negativno,Ne
1025,18.476945,77.409702,11.8,-89.2,7.22,4.09,Negativno,Ne
1026,18.469425,77.376499,13.1,-68.2,6.65,3.76,Negativno,Ne
1027,18.500109,77.395444,3.3,-44.1,7.01,0.8,Negativno,Ne
1028,18.481549,77.394166,4.2,-34.2,6.06,0.73,Negativno,Ne
1029,18.482148,77.382935,4.7,-53.4,7.28,1.6,Pozitivno,Ne
1030,18.466453,77.385826,0.8,-33.1,5.64,2.91,Negativno,Ne
1031,18.475077,77.383036,0.3,-89.5,6.97,5.82,Negativno,Ne
1032,18.481625,77.412025,5.4,-53.9,6.88,1.27,Pozitivno,Ne
1033,18.474192,77.392975,2.3,-33.7,6.97,0.2,Negativno,Ne
1034,18.475774,77.400088,8.9,-28.1,6.17,1.72,Negativno,Ne
1035,18.492389,77.402773,13.6,-62.8,7.04,1.13,Negativno,Ne
1036,18.490611,77.407749,11.5,-41.1,7.28,0.96,Negativno,Ne
1037,18.483579,77.378358,14.4,-53.3,6.89,3.25,Negativno,Ne
1038,18.487688,77.403202,3.2,-53.9,6.25,1.07,Negativno,Ne
1039,18.478441,77.380838,3.6,-47.4,7.72,0.38,Negativno,Ne
1040,18.450907,77.392908,9.9,-35.8,6.87,1.83,Negativno,Ne
1041,18.488439,77.372252,9.1,-61.6,6.87,0.85,Negativno,Ne
1042,18.495724,77.373408,2.6,-32.1,7.44,0.54,Negativno,Ne
1043,18.472018,77.381301,8.1,-48.5,6.37,5.48,Negativno,Ne
1044,18.455487,77.39188,3.6,-34.0,6.36,2.32,Negativno,Ne
1045,18.483385,77.373353,0.4,-52.4,6.5,3.85,Negativno,Ne
1046,18.497999,77.39137,7.8,-48.1,6.92,3.86,Negativno,Ne
1047,18.485113,77.38774,0.7,-46.7,6.93,1.37,Negativno,Ne
1048,18.482388,77.378773,13.5,-65.1,6.65,4.04,Negativno,Ne
1049,18.478137,77.392123,13.5,-24.5,7.43,1.8,Negativno,Ne
1050,18.482271,77.383849,4.3,-37.8,7.69,1.46,Negativno,Da
1051,18.481663,77.40245,5.0,-71.7,7.08,5.84,Negativno,Ne
1052,18.491315,77.391092,1.2,-36.4,6.72,0.61,Negativno,Ne
1053,18.474007,77.387084,10.1,-35.0,7.19,4.79,Negativno,Ne
1054,18.471385,77.395619,8.1,-46.9,6.91,3.33,Negativno,Ne
1055,18.468384,77.387048,1.1,-50.4,6.17,3.36,Negativno,Ne
1056,18.455471,77.409253,0.6,-16.6,6.88,5.69,Negativno,Ne
1057,18.496755,77.394192,2.4,-36.8,6.47,1.85,Negativno,Ne
1058,18.474405,77.386971,12.9,-69.5,6.89,4.06,Negativno,Ne
1059,18.46592,77.380189,0.3,-44.1,6.67,5.41,Negativno,Ne
1060,18.494253,77.389647,4.1,-54.8,6.87,1.19,Negativno,Ne
1061,18.479724,77.387237,12.2,-44.3,7.22,4.52,Negativno,Ne
1062,18.495921,77.401687,8.6,-53.3,8.08,4.46,Negativno,Ne
1063,18.472162,77.386045,1.2,-60.7,6.16,5.22,Negativno,Ne
1064,18.484412,77.380492,11.1,-29.7,6.78,0.3,Negativno,Ne
1065,18.459404,77.377,7.7,-44.4,6.69,5.84,Negativno,Ne
1066,18.494998,77.387996,6.9,-56.3,6.68,0.11,Negativno,Ne
1067,18.484246,77.405168,2.8,-47.1,7.05,3.89,Negativno,Ne
1068,18.459476,77.39276,10.5,-62.5,7.39,2.57,Negativno,Ne
1069,18.483236,77.386251,4.9,-60.9,7.12,5.37,Negativno,Ne
1070,18.471499,77.387358,0.8,-41.5,7.16,1.88,Negativno,Ne
1071,18.496026,77.393566,9.4,-51.8,7.22,2.93,Negativno,Ne
1072,18.467012,77.389177,6.7,-61.8,7.39,1.05,Pozitivno,Ne
1073,18.483079,77.403713,4.7,-75.5,6.85,2.98,Pozitivno,Ne
1074,18.486619,77.389832,9.9,-50.2,7.67,3.17,Negativno,Ne
1075,18.489326,77.395732,8.8,-53.3,6.89,3.13,Negativno,Ne
1076,18.484916,77.404055,10.1,-63.0,6.18,2.99,Negativno,Ne
1077,18.492069,77.391146,14.5,-33.4,6.76,1.14,Negativno,Ne
1078,18.475101,77.389512,7.6,-7.1,6.67,5.845562950542293,Pozitivno,Da
1079,18.477485,77.385121,3.1,-25.8,7.01,4.77,Negativno,Ne
1080,18.488502,77.400447,4.1,-57.2,7.28,2.16,Negativno,Ne
1081,18.489158,77.401378,2.6,-46.6,8.07,1.78,Negativno,Ne
1082,18.479253,77.408614,2.9,-58.2,7.33,5.13,Negativno,Ne
1083,18.475481,77.376196,4.2,-55.7,7.57,1.05,Negativno,Ne
1084,18.47463,77.386488,2.0,-40.0,7.7,3.9,Negativno,Ne
1085,18.495753,77.380601,3.9,-38.6,7.17,1.62,Negativno,Ne
1086,18.479017,77.374533,6.3,-53.3,7.31,2.6,Negativno,Ne
1087,18.477115,77.400883,5.2,-56.6,6.59,2.73,Negativno,Ne
1088,18.475993,77.382862,12.9,-26.5,6.92,0.87,Negativno,Ne
1089,18.482499,77.387004,14.8,-38.4,7.53,3.77,Negativno,Ne
1090,18.490814,77.410316,3.4,-44.8,7.06,1.39,Negativno,Ne
1091,18.475916,77.394661,14.0,-35.8,7.59,1.02,Pozitivno,Ne
1092,18.459567,77.391485,11.7,-34.1,8.0,1.68,Negativno,Ne
